cleaned_comment,label,clean_text,clean_text_expanded
"Ngeri, sekitar menit 4041, menurut narsum kualitas bahannya yayasan gak mau tau. Pantes sampek kjadian krcunan",0,ngeri sekitar menit 4041 menurut narsum kualitas bahannya yayasan gak mau tau pantes sampek kjadian krcunan,ngeri sekitar menit 4041 menurut narsum kualitas bahannya yayasan tidak mau tau pantes sampek kjadian krcunan
"Sesuai dugaan, udah pasti bermasalah. Ide bodoh, eksekusinya lebih bodoh, hasilnya cuma jadi sampah.",0,sesuai dugaan udah pasti bermasalah ide bodoh eksekusinya lebih bodoh hasilnya cuma jadi sampah,sesuai dugaan udah pasti bermasalah ide bodoh eksekusinya lebih bodoh hasilnya cuma jadi sampah
Yang ga percaya sama klarifikasinya pencet jempol,0,yang ga percaya sama klarifikasinya pencet jempol,yang tidak percaya sama klarifikasinya pencet jempol
Yayasan g punya dapur sendiri dikasih kontrak LOL,0,yayasan g punya dapur sendiri dikasih kontrak lol,yayasan g punya dapur sendiri dikasih kontrak lol
"lawyer tapi maaf tatanan bahasa nya ngak rapi, klarifikasi tpi kayaknya malah semakin memperkeruh posisi klien nya",0,lawyer tapi maaf tatanan bahasa nya ngak rapi klarifikasi tpi kayaknya malah semakin memperkeruh posisi klien nya,lawyer tapi maaf tatanan bahasa nya ngak rapi klarifikasi tpi kayaknya malah semakin memperkeruh posisi klien nya
yayasan calo,0,yayasan calo,yayasan calo
"Di giring supaya menjadi perdata, tanyanya owner yayasan ga mau dipenjara, karena merasa salah, ga sesuai instruksi fee dari kepala BGN.",0,di giring supaya menjadi perdata tanyanya owner yayasan ga mau dipenjara karena merasa salah ga sesuai instruksi fee dari kepala bgn,di giring supaya menjadi perdata tanyanya owner yayasan tidak mau dipenjara karena merasa salah tidak sesuai instruksi fee dari kepala bgn
"konyol banget anak ga masuk diitung, ya kalo libur ya ga usah masak ga bagi.konyol konyol",0,konyol banget anak ga masuk diitung ya kalo libur ya ga usah masak ga bagikonyol konyol,konyol banget anak tidak masuk diitung ya kalo libur ya tidak usah masak tidak bagikonyol konyol
Makelar ya pasti maruk,0,makelar ya pasti maruk,makelar ya pasti maruk
repot,0,repot,repot
mungkin.....mungkin ....mungkin.....mungkin.....,0,mungkinmungkin mungkinmungkin,mungkinmungkin mungkinmungkin
Rakyat butuh kerjaan,0,rakyat butuh kerjaan,rakyat butuh kerjaan
"kotor, yayasan jelas salah",0,kotor yayasan jelas salah,kotor yayasan jelas salah
"dengan beda tempat podcast, bro leon memberi sign bahwa ini beda, dan hanya seperti kewajiban utk memberi ruang ke pihak yayasan aja.",0,dengan beda tempat podcast bro leon memberi sign bahwa ini beda dan hanya seperti kewajiban utk memberi ruang ke pihak yayasan aja,dengan beda tempat podcast bro leon memberi sign bahwa ini beda dan hanya seperti kewajiban untuk memberi ruang ke pihak yayasan aja
Ok nih both side,0,ok nih both side,ok nih both side
Yayasan tukang palak,0,yayasan tukang palak,yayasan tukang palak
ko Leon kecemplung,0,ko leon kecemplung,ko leon kecemplung
"Program ini harus selalu jalan agar yayasan tidak disanksi, yayasan harus ada keikhlasan hati untuk menyambut kalau bolong harus kita tutuptalangin Halah ini mah yang jual APD, totebag, bahan baku dllnya orang2 dia juga makanya dapur dipaksa beli. Makelar didalem makelar ckckck",0,program ini harus selalu jalan agar yayasan tidak disanksi yayasan harus ada keikhlasan hati untuk menyambut kalau bolong harus kita tutuptalangin halah ini mah yang jual apd totebag bahan baku dllnya orang2 dia juga makanya dapur dipaksa beli makelar didalem makelar ckckck,program ini harus selalu jalan agar yayasan tidak disanksi yayasan harus ada keikhlasan hati untuk menyambut kalau bolong harus kita tutuptalangin halah ini mah yang jual apd totebag bahan baku dllnya orang2 dia juga makanya dapur dipaksa beli makelar didalem makelar ckckck
"Ngga kaget, pidato aja terus, program sampah",0,ngga kaget pidato aja terus program sampah,ngga kaget pidato aja terus program sampah
Oalah... Calo toh?,0,oalah calo toh,oalah calo toh
"Leon nanyanya clear ,, tapi lawyer nya ngak jawab karena mgk dia ngak tahu prakteknya apa? Sebaiknya dapur dan yayasan dipangil utkl di konfrontir saja... terlalu banyak omon omon utk cari selamat saja",0,leon nanyanya clear  tapi lawyer nya ngak jawab karena mgk dia ngak tahu prakteknya apa sebaiknya dapur dan yayasan dipangil utkl di konfrontir saja terlalu banyak omon omon utk cari selamat saja,leon nanyanya clear tapi lawyer nya ngak jawab karena mgk dia ngak tahu prakteknya apa sebaiknya dapur dan yayasan dipangil utkl di konfrontir saja terlalu banyak omon omon untuk cari selamat saja
"Ini orang nya aja gak business like, he looks confused and his explanation is confusing",0,ini orang nya aja gak business like he looks confused and his explanation is confusing,ini orang nya aja tidak business like he looks confused and his explanation is confusing
Lah ... emang belanja ke pasar pake bon ? Ini katanya UMKM tapi kok super ribet yaa ?,0,lah  emang belanja ke pasar pake bon  ini katanya umkm tapi kok super ribet yaa,lah emang belanja ke pasar pake bon ini katanya umkm tapi kok super ribet yaa
Apa percaya murni karena kesalahan dalam manajemen berbisnis? zaman sekarang tindakan KKN sering diistilahkan atau dibuat istilah yg di samarkan dengan halus ...,0,apa percaya murni karena kesalahan dalam manajemen berbisnis zaman sekarang tindakan kkn sering diistilahkan atau dibuat istilah yg di samarkan dengan halus,apa percaya murni karena kesalahan dalam manajemen berbisnis zaman sekarang tindakan kkn sering diistilahkan atau dibuat istilah yang di samarkan dengan halus
"Q paling males klo podcast edukasi berubah jadi podcast adu domba... Klo mau gamblang datangin keduanya,,, jangan sattu2 Kya ormas , ada yg speak up ada yg klarifukasi, nanti yg speakup klarifikasi lagi... Klo salah satu ga mau datang disclaimer dlu... Jadi yg nonton ga di Bawa kemana mana!!! Cuma kritik biar poadcast ini mengedukasi, bukan menggiring narasi liar..",0,q paling males klo podcast edukasi berubah jadi podcast adu domba klo mau gamblang datangin keduanya jangan sattu2 kya ormas  ada yg speak up ada yg klarifukasi nanti yg speakup klarifikasi lagi klo salah satu ga mau datang disclaimer dlu jadi yg nonton ga di bawa kemana mana cuma kritik biar poadcast ini mengedukasi bukan menggiring narasi liar,q paling males klo podcast edukasi berubah jadi podcast adu domba klo mau gamblang datangin keduanya jangan sattu2 kya ormas ada yang speak up ada yang klarifukasi nanti yang speakup klarifikasi lagi klo salah satu tidak mau datang disclaimer dlu jadi yang nonton tidak di bawa kemana mana cuma kritik biar poadcast ini mengedukasi bukan menggiring narasi liar
Oooh yayasan,0,oooh yayasan,oooh yayasan
korup korup...muter2 aja cari pembenaran supaya ga bayar si mitra dapur....,0,korup korupmuter2 aja cari pembenaran supaya ga bayar si mitra dapur,korup korupmuter2 aja cari pembenaran supaya tidak bayar si mitra dapur
"mbulet, ribet, ruwet",0,mbulet ribet ruwet,mbulet ribet ruwet
"Mbulet aja, bilang aja calo ambil 2,5 enak tinggal untung nya",0,mbulet aja bilang aja calo ambil 25 enak tinggal untung nya,mbulet aja bilang aja calo ambil 25 enak tinggal untung nya
"Klo sudah ada SOP nya, sesama profesi juru masak pasti paham. Analoginya sama aja kaya di pabrik, orangnya juga muter tiap shift dan pabrik tetap bisa berjalan dengan baik sesuai SOP. Tinggal ikutin SOP aja intinya.",0,klo sudah ada sop nya sesama profesi juru masak pasti paham analoginya sama aja kaya di pabrik orangnya juga muter tiap shift dan pabrik tetap bisa berjalan dengan baik sesuai sop tinggal ikutin sop aja intinya,klo sudah ada sop nya sesama profesi juru masak pasti paham analoginya sama aja kaya di pabrik orangnya juga muter tiap shift dan pabrik tetap bisa berjalan dengan baik sesuai sop tinggal ikutin sop aja intinya
"Buang buang waktu bos, mending nonton podcast Lu sama Timoty atau Gabriel Rey. Lebih bermanfaat",0,buang buang waktu bos mending nonton podcast lu sama timoty atau gabriel rey lebih bermanfaat,buang buang waktu bos mending nonton podcast lu sama timoty atau gabriel rey lebih bermanfaat
"Yayasan gak guna, makelar Gak fungsi",0,yayasan gak guna makelar gak fungsi,yayasan tidak guna makelar tidak fungsi
"Nyolong y nyolong aja, dah lah urusannya biar diadili di akhirat aj",0,nyolong y nyolong aja dah lah urusannya biar diadili di akhirat aj,nyolong y nyolong aja dah lah urusannya biar diadili di akhirat aj
LAHAN KORUPSI AWOKWKWKWK,0,lahan korupsi awokwkwkwk,lahan korupsi awokwkwkwk
mafia kok diundang koh? dari penjelasanny aj ud banyak yg ga makes sense haerusny bs lbh dikritisi smua kejanggalan2 itu..tagihan 1M dipotong 400 juta sepihak ap ga janggal dgn alibi rembes?,0,mafia kok diundang koh dari penjelasanny aj ud banyak yg ga makes sense haerusny bs lbh dikritisi smua kejanggalan2 itutagihan 1m dipotong 400 juta sepihak ap ga janggal dgn alibi rembes,mafia kok diundang koh dari penjelasanny aj ud banyak yang tidak makes sense haerusny bs lbh dikritisi smua kejanggalan2 itutagihan 1m dipotong 400 juta sepihak ap tidak janggal dgn alibi rembes
"Kenapa minta pembelian bahan baku, sedangkan BGN tidak memerlukan, yang penting porsi sudah dikirim dan diterima dengan baik. Masalah beli dimana, seharusnya tidak jadi masalah, karena tidak menjadi syarat pembayaran dari BGN. Ini kontrak jebakan batmen saja, yayasan yakin, suatu saat dapur tidak bisaalpamalas memenuhi hal tersebut. Ada dugaan sudah ada niat jelek, karena yayasan itu hanya rumah tinggal, kemungkinan ada ordal yang harus disetorin. Apalagi, ada sinyalemen, ada calo lagi diantara yayasan dan dapur kalau untung 2500 itu urusan yayasan, kenapa yayasan perlu tahu dapur beli bahan di mana? Dapur itu yang modal, yayasan hanya modal tidak seberapa, sebagai jembatan korupsi.",0,kenapa minta pembelian bahan baku sedangkan bgn tidak memerlukan yang penting porsi sudah dikirim dan diterima dengan baik masalah beli dimana seharusnya tidak jadi masalah karena tidak menjadi syarat pembayaran dari bgn ini kontrak jebakan batmen saja yayasan yakin suatu saat dapur tidak bisaalpamalas memenuhi hal tersebut ada dugaan sudah ada niat jelek karena yayasan itu hanya rumah tinggal kemungkinan ada ordal yang harus disetorin apalagi ada sinyalemen ada calo lagi diantara yayasan dan dapur kalau untung 2500 itu urusan yayasan kenapa yayasan perlu tahu dapur beli bahan di mana dapur itu yang modal yayasan hanya modal tidak seberapa sebagai jembatan korupsi,kenapa minta pembelian bahan baku sedangkan bgn tidak memerlukan yang penting porsi sudah dikirim dan diterima dengan baik masalah beli dimana seharusnya tidak jadi masalah karena tidak menjadi syarat pembayaran dari bgn ini kontrak jebakan batmen saja yayasan yakin suatu saat dapur tidak bisaalpamalas memenuhi hal tersebut ada dugaan sudah ada niat jelek karena yayasan itu hanya rumah tinggal kemungkinan ada ordal yang harus disetorin apalagi ada sinyalemen ada calo lagi diantara yayasan dan dapur kalau untung 2500 itu urusan yayasan kenapa yayasan perlu tahu dapur beli bahan di mana dapur itu yang modal yayasan hanya modal tidak seberapa sebagai jembatan korupsi
Berhentilan MBG,0,berhentilan mbg,berhentilan mbg
"berapa kali Leon tanya soal 2500, dijawab muter2 aja. bukannya harusnya margin itu ditetapkan max 2000 ya? ini 2500 baru untuk yayasan. belum untuk dapurnya lagi",0,berapa kali leon tanya soal 2500 dijawab muter2 aja bukannya harusnya margin itu ditetapkan max 2000 ya ini 2500 baru untuk yayasan belum untuk dapurnya lagi,berapa kali leon tanya soal 2500 dijawab muter2 aja bukannya harusnya margin itu ditetapkan max 2000 ya ini 2500 baru untuk yayasan belum untuk dapurnya lagi
"Semakin banyak layernya, makin banyak noise dan biaya ga penting. Kenapa ga P2P toh katanya mau fokus efisiensi",0,semakin banyak layernya makin banyak noise dan biaya ga penting kenapa ga p2p toh katanya mau fokus efisiensi,semakin banyak layernya makin banyak noise dan biaya tidak penting kenapa tidak p2p toh katanya mau fokus efisiensi
Klarifikasi macam apa ini,0,klarifikasi macam apa ini,klarifikasi macam apa ini
Kenapa harus pakai yayasan sih? Mending yayasan masak sendiri aja,0,kenapa harus pakai yayasan sih mending yayasan masak sendiri aja,kenapa harus pakai yayasan sih mending yayasan masak sendiri aja
"Ini mah yayasan yg mbulet, ditambah perjanjian yg abu2,, yayasan margin nya terlalu gede",0,ini mah yayasan yg mbulet ditambah perjanjian yg abu2 yayasan margin nya terlalu gede,ini mah yayasan yang mbulet ditambah perjanjian yang abu2 yayasan margin nya terlalu gede
Kok bisa uang sudah masuk ke MBG tanpa memberikan dokumen pendukung beli bahan dimana?,0,kok bisa uang sudah masuk ke mbg tanpa memberikan dokumen pendukung beli bahan dimana,kok bisa uang sudah masuk ke mbg tanpa memberikan dokumen pendukung beli bahan dimana
Pisang harga 250500 grade A itu dapat harga darimana bro?,0,pisang harga 250500 grade a itu dapat harga darimana bro,pisang harga 250500 grade a itu dapat harga darimana bro
Dari awal pod cast sudah terasa jurus mengeles tapi apakah warga konoha sebodoh itu?,0,dari awal pod cast sudah terasa jurus mengeles tapi apakah warga konoha sebodoh itu,dari awal pod cast sudah terasa jurus mengeles tapi apakah warga konoha sebodoh itu
"Jelas bgt y program ini didesain untuk menguntungkan pihak2 tertentu dengan kewajiban mitra hrs berbadan hukum yayasan, dll di lap aj ud kelihatan pot ud 2500 padahal untung dapurnya aj ga sebesar itu",0,jelas bgt y program ini didesain untuk menguntungkan pihak2 tertentu dengan kewajiban mitra hrs berbadan hukum yayasan dll di lap aj ud kelihatan pot ud 2500 padahal untung dapurnya aj ga sebesar itu,jelas banget y program ini didesain untuk menguntungkan pihak2 tertentu dengan kewajiban mitra hrs berbadan hukum yayasan dll di lap aj ud kelihatan pot ud 2500 padahal untung dapurnya aj tidak sebesar itu
Smell fishy ...kata Pak Leon dalam hati kayanya nih,0,smell fishy kata pak leon dalam hati kayanya nih,smell fishy kata pak leon dalam hati kayanya nih
Koruptor lagi bacot,0,koruptor lagi bacot,koruptor lagi bacot
Mencium aroma2 korup dari jarak 100km,0,mencium aroma2 korup dari jarak 100km,mencium aroma2 korup dari jarak 100km
Ini klarifikasi Yayasan atas video part 1 kuasa hukum Dapur MBG Kalibata httpsyoutu.be9GUcjgVubpU,0,ini klarifikasi yayasan atas video part 1 kuasa hukum dapur mbg kalibata,ini klarifikasi yayasan atas video part 1 kuasa hukum dapur mbg kalibata
Ini program nya pemerintah kan? Untuk masyarakat. Kok dari yayasan bilang ini bisnis terus? Kalo dapur wajar mereka ambil untung. Kalau yayasan agak bingung sih jadi bisnis kan yayasan harusnya,0,ini program nya pemerintah kan untuk masyarakat kok dari yayasan bilang ini bisnis terus kalo dapur wajar mereka ambil untung kalau yayasan agak bingung sih jadi bisnis kan yayasan harusnya,ini program nya pemerintah kan untuk masyarakat kok dari yayasan bilang ini bisnis terus kalo dapur wajar mereka ambil untung kalau yayasan agak bingung sih jadi bisnis kan yayasan harusnya
"Intinya yayasan ngk bakal mau bayar, boleh taruhan",0,intinya yayasan ngk bakal mau bayar boleh taruhan,intinya yayasan ngk bakal mau bayar boleh taruhan
"dari awal juga ga yakin.. udah hafal soalnya. apapun yg di jatuhin dari atas, pasti begitu sampe bawah tinggal ampasnya doang.. pribadi bangsaku istilahnya.. wkwkwkw lucunya pak presiden malah asik sendiri sama statement dia yang selalu nyeleneh itu",0,dari awal juga ga yakin udah hafal soalnya apapun yg di jatuhin dari atas pasti begitu sampe bawah tinggal ampasnya doang pribadi bangsaku istilahnya wkwkwkw lucunya pak presiden malah asik sendiri sama statement dia yang selalu nyeleneh itu,dari awal juga tidak yakin udah hafal soalnya apapun yang di jatuhin dari atas pasti begitu sampe bawah tinggal ampasnya doang pribadi bangsaku istilahnya wkwkwkw lucunya pak presiden malah asik sendiri sama statement dia yang selalu nyeleneh itu
"Kapasitas dapur MBG minimal area Jkt 3000 porsi hari Cuan yayasan 2500porsi, per hari 7.5jt, per bulan 165jt. Tanggung jawab qc. Cair cair cairr",0,kapasitas dapur mbg minimal area jkt 3000 porsi hari cuan yayasan 2500porsi per hari 75jt per bulan 165jt tanggung jawab qc cair cair cairr,kapasitas dapur mbg minimal area jkt 3000 porsi hari cuan yayasan 2500porsi per hari 75jt per bulan 165jt tanggung jawab qc cair cair cairr
Jangan mauuuu Kerja sama dengan pemerintah ..pasti begitu kelakuan mereka,0,jangan mauuuu kerja sama dengan pemerintah pasti begitu kelakuan mereka,jangan mauuuu kerja sama dengan pemerintah pasti begitu kelakuan mereka
Pekerjaan bila di sub kan 100 persen maka itu makelar. Dan kalau pengadaan umum pemerintah itu tidak boleh.,0,pekerjaan bila di sub kan 100 persen maka itu makelar dan kalau pengadaan umum pemerintah itu tidak boleh,pekerjaan bila di sub kan 100 persen maka itu makelar dan kalau pengadaan umum pemerintah itu tidak boleh
